text,label,,Person 1,Person 2,tally ,
പാട്ടിന്റെ രചന ലളിതമാണ്.,neutral,,0,1,0,
ഇവിടെയുള്ള കലാകാരന്മാർ സ്മർത്ഥമാണെന്ന് തോന്നുന്നു.,positive,,2,1,1,
പ്രതീക്ഷകളെ കുഴപ്പിക്കുന്ന വാർത്തകൾ,negative,,0,0,2,
വിഡികളൾ ശരാശരി ദൈർഘ്യമുള്ളതാണ്.,neutral,,2,0,0,
തിരഞ്ഞെടുത്ത വിവരങ്ങളിൽ പിഴവ്,negative,,2,2,1,
പുതിയ ആരോഹം കണ്ടെത്തി.,positive,,0,0,0,
പാട്ട് കേൾക്കുമ്പോൾ ഹൃദയസ്പർശം കുറവാണ്.,neutral,,1,0,2,
"പാട്ടിന്റെ വരികൾ ശ്രദ്ധേയമാണ്.,",positive,,0,1,1,
പാട്ടിന്റെ ഭാഗങ്ങൾ ഹൃദയസ്പർശമാണ്.,neutral,,2,2,2,
"""ഉപയോഗം ഇല്ല സ്ഥിതിക്ക്""",negative,,1,0,1,
കാലാവസ്ഥാ അനുകൂല പ്രവർത്തികൾ,neutral,,2,1,0,
റെസിപ്പിയില്‍ ഡ്രയിംഗ് കുറവാണ്.,negative,,2,2,1,
ശാസ്ത്രീയമായി വിശദീകരണം.,positive,,1,2,0,
വെറും ജീവിതത്തിന്റെ ഒരു ദിവസം രേഖപ്പെടുത്തിയിരിക്കുന്നു.,neutral,,1,0,0,
പഠനശീല മെച്ചപ്പെടുത്താനുള്ള മാർഗ്ഗങ്ങൾ.,negative,,0,0,2,
പാട്ടിന്റെ അവതരണം ഹൃദയസ്പർശിയായിരിക്കുന്നു.,neutral,,2,0,0,
പഠനാർഥികൾക്കായി.,negative,,0,1,1,
നിത്യചര്യയിൽ ഒരെണ്ണം തുടരണം.,neutral,,0,1,1,
വ്യായാമത്തിന്റെ അഭാവം ആരോഗ്യ പ്രശ്നങ്ങൾ സൃഷ്ടിക്കുന്നു.,negative,,1,2,2,
അവതരണം സാധുവായതാണു.,positive,,1,1,0,
വാർത്തകൾ സമൂഹത്തിൽ തെറ്റായ നിഗമനങ്ങൾ സൃഷ്ടിക്കുന്നു,negative,,1,0,1,
കാലാവസ്ഥാ വ്യവസ്ഥകള്‍.,neutral,,0,1,2,
പാട്ടിന്റെ ശബ്ദ ഗുണമേന്മ ശരാശരിയാണ്.,neutral,,0,1,1,
വാർത്തകൾക്ക് ഉപമ എഴുതാം,positive,,2,0,1,
വീഡിയോ യാതൊരു സ്നേഹവും കാണിക്കുന്നില്ല.,negative,,1,1,2,
കാലാവസ്ഥയുടെ ഗതി എന്നും മനസ്സിലാകില്ല.,neutral,,1,2,0,
നിങ്ങളുടെ പ്രതീക്ഷകള്‍ പൂവണിയട്ടെ.,positive,,2,2,2,
പരിശോധനക്ക് ശേഷം കേസ് വാദങ്ങൾ.,neutral,,0,0,1,
കാലാവസ്ഥാ പരിശീലനം,neutral,,1,1,1,
പാചകത്തിന് നല്ല ഉപകരണങ്ങൾ.,positive,,0,2,2,
പ്രവചനങ്ങൾ അപ്രസന്നത്വം സൃഷ്ടിക്കുന്നു,negative,,1,2,1,
വ്യായാമത്തിനൊപ്പം ചുംബനവും ആവശ്യമുണ്ട്.,positive,,2,2,2,
ദൃശ്യങ്ങളെക്കുറിച്ച് പുതുമ കുറവ്.,neutral,,1,2,1,
ഫിറ്റ്നസ് പരിശീലനത്തിൽ ശ്രദ്ധ വേണം.,neutral,,1,2,0,
വീഡിയോകള്‍ മനസ്സ് പൂണ്ടിപോകുന്ന രീതിയിലാണ്.,positive,,1,0,1,
കാലാവസ്ഥാ പഠന നേതൃത്വങ്ങൾ,neutral,,0,1,2,
പ്രായം മൂലം വ്യായാമം ഇഷ്ടമാണ്.,positive,,2,1,1,
കാലാവസ്ഥ സ്ഥിരീകരണം,neutral,,2,0,0,
സഞ്ചാര കേന്ദ്രങ്ങളിൽ സുരക്ഷിതത്വം കുറവാണ്,negative,,0,1,1,
"""വിവരങ്ങൾ അന്വേഷണത്തിന് വേണ്ടി നല്ലതാണ്.""",neutral,,2,1,2,
പാട്ട് സംഗീതത്തിന്റെ പൂവാണു.,positive,,1,1,0,
പാട്ടിന് മികച്ച പരിഷ്കാരങ്ങൾ വേണം.,neutral,,1,2,2,
ആശയം മനസ്സിലാകാൻ എളുപ്പമാണ്.,negative,,1,2,1,
കാലാവസ്ഥാ റിപ്പോർട്ട് വിലയിരുത്തൽ,neutral,,2,1,2,
വാർത്തകളും വിശദീകരണവും,positive,,2,0,2,
കാലാവസ്ഥ വികസനം മുൻപേ പറയണം.,negative,,1,0,0,
സുഹൃത്തുക്കൾക്ക് ഷെയർ ചെയ്തിട്ടുണ്ട്.,positive,,1,1,1,
ആരോഗ്യ പ്രശ്‌നങ്ങൾ കുറയ്ക്കാം.,neutral,,1,1,1,
കനത്ത മഴ മണ്ണിൽ കുതിരയാകും.,positve ,,1,2,0,
കാലാവസ്ഥ മറ്റു മേഖലകളിൽ,negative,,0,1,0,
മഴ പ്രധാന സ്വാധീനമാണ്.,neutral,,0,2,2,
മാറ്റങ്ങളെ മറക്കല്ലേണം.,neutral,,2,1,1,
വാർത്തകൾ പിഴച്ചിരിക്കുന്നു,negative,,1,1,1,
വിവേചനാത്മക അഭിപ്രായങ്ങള്‍ പകരുന്നു.,negative,,1,1,1,
പാചകത്തിന് പ്രചോദനമായ വീഡിയോ.,positive,,1,1,1,
കാലാവസ്ഥ വ്യതിയാനത്തിന്‍റെ ബോധവത്കരണം,neutral,,1,2,0,
ശാസ്ത്രത്തിൽ നിന്നുള്ള കാലാവസ്ഥാ വിവരങ്ങൾ.,neutral,,0,1,1,
പാട്ടിലെ സംഗീതം ലളിതമാണ്.,neutral,,1,2,0,
കാലാവസ്ഥ സംരക്ഷണ പദ്ധതികൾ,neutral,,0,1,2,
"നാടകീയത കുറവാണ്.,",negative,,1,2,2,
പാട്ടിന്റെ ഭാഗങ്ങൾ മിതമാണ്.,neutral,,2,2,2,
പാട്ടിന്റെ നല്ല ഭാഗങ്ങൾ നഷ്ടപ്പെട്ടു.,negative,,2,1,2,
exercise ദൈനംദിന ജീവിതത്തിൽ.,positive,,2,1,0,
മികവാർന്ന റിപ്പോർട്ട്,positive,,0,2,0,
ജിം class-ങ്ങൾ ഫിറ്റ്നസിനെ പുതിയ തലത്തിലേക്ക് എത്തിക്കുന്നു.,positive,,2,2,0,
ഈ സ്ഥലങ്ങൾ സന്ദർശിക്കാൻ എനിക്ക് മധുര സ്വപ്നം,positive,,2,1,1,
പാട്ടിന്റെ വിപണനം മികവില്ല.,negative,,1,1,1,
കുട്ടികൾക്ക് പ്രചോദനം നൽകുന്ന വീഡിയോകൾ.,negative,,0,1,0,
പരീക്ഷയുടെ തയ്യാറെടുപ്പ് മികച്ച രീതിയിൽ.,negative,,2,2,2,
പാട്ടിന്റെ ദൃശ്യങ്ങൾ ഹൃദയസ്പർശം.,neutral,,1,1,1,
വാനി കാലാവസ്ഥാ അറിയിപ്പ്,neutral,,0,2,1,
പാചകത്തിലെ അളവുകൾ തെറ്റാണ്.,negative,,2,2,2,
നല്ല പ്രാസംഗികവുമാണ്.,positive,,0,2,0,
"സ്റ്റോറി വളരെയധികം സാധാരണ.,",neutral,,1,2,2,
പാട്ടിന്റെ പ്രഭാവം ഹൃദയസ്പർശിയല്ല.,neutral,,1,2,1,
പാടൽ കൂടാതെ ദൃശ്യം വളരെ നന്നായി.,positive,,1,1,1,
വാർത്തകൾ സങ്കടം സൃഷ്ടിക്കുന്നു,negative,,0,2,0,
"""നിർണ്ണായകമായ ലക്ഷ്യങ്ങൾ വളർത്തലാണ്""",positive,,2,2,2,
കലാപരമായ സാഹചര്യങ്ങളിൽ ജീവജാലങ്ങൾ,neutral,,2,1,0,
പാട്ടിലെ ലയവും താളവും ശരാശരി.,neutral,,1,1,0,
വാർത്തകൾ ജനസംഖ്യയെ തെറ്റിദ്ധരിക്കുന്നു,negative,,2,2,2,
പാട്ടിൻറെ മനോഹാരിത ഒരുപാട് കേൾക്കാൻ ആഗ്രഹം ഉണ്ടാക്കുന്നു.,positive,,1,1,1,
വളരെ സരളവും താത്പര്യമുള്ള അവതരണ രീതി.,negative,,2,2,2,
കാലാവസ്ഥാ സംസ്കാരത്തിന്റെ പങ്ക്,negative,,2,1,2,
സത്യസന്ധ വിവരണം.,positive,,0,2,0,
കാലാവസ്ഥാ ഫലങ്ങൾ.,neutral,,2,2,1,
മനോഹരമായ പാട്ടുകൾക്കൊരു പുതുമ.,positive,,2,2,2,
പാടിയവരുടെ ശബ്ദം വളരെ ഹൃദയസ്പർശി.,positive,,2,2,2,
"""കൈ നിൽക്കാൻ തക്കില്ലാത്ത ഉള്ളടക്കം""",negative,,2,2,2,
കാലാവസ്ഥ ബ്രഹ്മാനന്ദം,neutral,,2,2,2,
പുതിയുവർഷം പ്രതീക്ഷയോടെ,positive,,2,2,2,
ഗണിത പ്രവചനങ്ങൾ സുതാര്യമാണ്.,positive,,1,1,0,
"സീരിയൽ നല്ല തുടക്കം.,",positive,,2,1,2,
പ്രകൃതിയുടെ ഹൃദയം സ്പർശിക്കുന്ന തീരം,positive,,0,2,0,
"സീരിയൽ ദൃശ്യങ്ങൾ മൊത്തത്തിൽ ശ്രദ്ധേയമാണ്.,",positive,,2,1,2,
കാലാവസ്ഥ റിപ്പോർട്ട് അപൂർവ്വമാണ്.,negative,,0,2,0,
മാധ്യമങ്ങളുടെ ഇത്തരത്തിലുള്ള സേവനം അഭിമാനകരം.,positive,,2,2,2,
പാട്ടിന്റെ ലയത്തിൽ മാറ്റം വേണം.,negative,,0,2,0,
ചിന്തകൾ ശുചിയാക്കാനെങ്കിലോ യോഗം.,positive,,1,2,1,
പാചക കാര്യങ്ങൾ തെറ്റിദ്ധരിച്ചത്.,negative,,1,2,0,
ചേരുവകൾ വളരെ നല്ലത്.,positive,,2,1,2,
ഏറെ ക്ലിഷേ പോലെ തോന്നുന്നു.,negative,,2,1,2,
കാലാവസ്ഥ വിജ്ഞാനം വളർത്തൽ,neutral,,2,2,1,
കാലാവസ്ഥാ തുടർച്ചയായി നിരീക്ഷണം,negative,,2,2,2,
ഓരോ ക്ലിപ് ഉപകാരപ്രദം.,positive,,1,2,1,
കാലാവസ്ഥ പ്രവചനം ശരിയാണു.,positive,,0,1,0,
പാട്ടിൽ കലാപാരമ്പര്യം വിജയകരമായി നിലനിൽക്കുന്നു.,neutral,,2,2,2,
മനസ്സിൽ പുതിയ ചിന്തകൾ കത്തുന്ന പാട്ട്.,positive,,0,2,0,
കുറ്റാന്വേഷണം സാധാരണ നിലയിലാണ്.,neutral,,2,2,1,
നിർദ്ദേശങ്ങൾ വ്യക്തമായിട്ടില്ല.,negative,,0,2,1,
നിങ്ങളുടെ വീഡിയോകൾ കാണുന്നത് ദിവസവും ഒരാവശ്യം.,positive,,0,1,0,
ഭാഷ ചോദ്യസൂചകമാണ്.,negative,,2,2,2,
പാട്ട് കേൾക്കുമ്പോൾ മനസ്സിൽ സന്തോഷം.,neutral,,0,1,1,
നിസ്സാരമായ എപ്പിസോഡാണ്.,neutral,,2,1,1,
ഇടക്ക് ഇടക്ക് അർത്ഥമാക്കാൻ പ്രയാസമാണ്.,negative,,0,1,2,
"നിങ്ങളിലൂടെ ആവേശം കിട്ടുന്നു, നന്ദി.",positive,,2,2,1,
പാട്ട് കേൾക്കാൻ ഹൃദയം തൊടുന്നില്ല.,neutral,,0,1,0,
എല്ലാവർക്കും വേണ്ട കാര്യങ്ങൾവെച്ചു.,neutral,,2,1,1,
ശുഭാപ്തി ആശംസകൾ.,positive,,2,1,0,
കാലാവസ്ഥാ പ്രതിസന്ധി,neutral,,0,2,2,
വാർത്തകൾ പഠന അധീനമല്ല,negative,,0,2,2,
പുതിയ കാലാവസ്ഥാ നിരീക്ഷണ പദ്ധതി.,neutral,,1,2,1,
മഴ അറിയിപ്പുകള്‍ തെളിയിക്കുന്നു.,positve ,,2,2,0,
മഴ നമ്മുടെ കൃഷിക്ക് ഉത്തമം.,positve ,,2,2,2,
നല്ല സന്ദർശനം കാണിച്ചു.,positive,,2,2,0,
പുതിയ തെളിവുകൾ Courts ൽ പ്രദാനം ചെയ്യും.,neutral,,1,1,2,
"പാചകൻ നേരത്തെയാണ്, കൂടുതൽ പരിശീലനം വേണം.",negative,,0,2,1,
ഇളവുള്ള പഠന സാഹചര്യങ്ങൾ ഒരുക്കുന്നു.,positive,,2,2,1,
പാട്ടിലെ ഭാഗിക ഘടന കേൾക്കാൻ സുഖകരമാണ്.,neutral,,1,2,2,
ഭക്ഷണ രീതി സൂക്ഷിക്കാനുള്ള നിർദ്ദേശം.,positive,,1,1,0,
"""മികച്ച മാർക്കറ്റിംഗ് പുതിയ ആശയമാണ്.""",neutral,,2,2,2,
മഴ കുറവായത് കൃഷിക്ക് ദോഷം.,negative,,0,2,1,
കാലാവസ്ഥ ഭാവി പ്രവചനങ്ങൾ,negative,,1,2,0,
"ഫാൻസിന്റെ പ്രതികരണം മിതമാണ്.,",neutral,,1,1,2,
